enterDate,casualtiesPerDay,dateOrder,eventType,eventOrder
2025-09-03T00:00:00.000Z,16,697,סך הכל,0
2025-09-03T00:00:00.000Z,16,697,חרבות ברזל,2
2025-09-04T00:00:00.000Z,7,698,סך הכל,0
2025-09-04T00:00:00.000Z,7,698,חרבות ברזל,2
2025-09-05T00:00:00.000Z,3,699,סך הכל,0
2025-09-05T00:00:00.000Z,3,699,חרבות ברזל,2
2025-09-06T00:00:00.000Z,4,700,סך הכל,0
2025-09-06T00:00:00.000Z,4,700,חרבות ברזל,2
2025-09-07T00:00:00.000Z,25,701,סך הכל,0
2025-09-07T00:00:00.000Z,25,701,חרבות ברזל,2
2025-09-08T00:00:00.000Z,101,702,סך הכל,0
2025-09-08T00:00:00.000Z,101,702,חרבות ברזל,2
2025-09-09T00:00:00.000Z,16,703,חרבות ברזל,2
2025-09-09T00:00:00.000Z,16,703,סך הכל,0
2025-09-10T00:00:00.000Z,7,704,סך הכל,0
2025-09-10T00:00:00.000Z,7,704,חרבות ברזל,2
2025-09-11T00:00:00.000Z,13,705,חרבות ברזל,2
2025-09-11T00:00:00.000Z,13,705,סך הכל,0
2025-09-12T00:00:00.000Z,5,706,סך הכל,0
2025-09-12T00:00:00.000Z,5,706,חרבות ברזל,2
2025-09-13T00:00:00.000Z,27,707,חרבות ברזל,2
2025-09-13T00:00:00.000Z,27,707,סך הכל,0
2025-09-14T00:00:00.000Z,8,708,סך הכל,0
2025-09-14T00:00:00.000Z,8,708,חרבות ברזל,2
2025-09-15T00:00:00.000Z,7,709,חרבות ברזל,2
2025-09-15T00:00:00.000Z,7,709,סך הכל,0
2025-09-16T00:00:00.000Z,11,710,סך הכל,0
2025-09-16T00:00:00.000Z,11,710,חרבות ברזל,2
2025-09-17T00:00:00.000Z,8,711,חרבות ברזל,2
2025-09-17T00:00:00.000Z,1,711,עם כלביא,1
2025-09-17T00:00:00.000Z,9,711,סך הכל,0
2025-03-16T00:00:00.000Z,7,527,סך הכל,0
2024-04-22T00:00:00.000Z,11,199,סך הכל,0
2024-04-22T00:00:00.000Z,11,199,חרבות ברזל,2
2024-04-23T00:00:00.000Z,6,200,סך הכל,0
2024-04-23T00:00:00.000Z,6,200,חרבות ברזל,2
2024-04-24T00:00:00.000Z,20,201,סך הכל,0
2024-04-24T00:00:00.000Z,20,201,חרבות ברזל,2
2024-04-25T00:00:00.000Z,15,202,חרבות ברזל,2
2024-04-25T00:00:00.000Z,15,202,סך הכל,0
2024-04-26T00:00:00.000Z,16,203,סך הכל,0
2024-04-26T00:00:00.000Z,16,203,חרבות ברזל,2
2024-04-27T00:00:00.000Z,6,204,חרבות ברזל,2
2024-04-27T00:00:00.000Z,6,204,סך הכל,0
2024-04-28T00:00:00.000Z,19,205,חרבות ברזל,2
2024-04-28T00:00:00.000Z,19,205,סך הכל,0
2024-04-29T00:00:00.000Z,14,206,סך הכל,0
2024-04-29T00:00:00.000Z,14,206,חרבות ברזל,2
2024-04-30T00:00:00.000Z,16,207,סך הכל,0
2024-04-30T00:00:00.000Z,16,207,חרבות ברזל,2
2024-05-01T00:00:00.000Z,17,208,חרבות ברזל,2
2024-05-01T00:00:00.000Z,17,208,סך הכל,0
2024-05-02T00:00:00.000Z,8,209,סך הכל,0
2024-05-02T00:00:00.000Z,8,209,חרבות ברזל,2
2024-05-03T00:00:00.000Z,9,210,חרבות ברזל,2
2024-05-03T00:00:00.000Z,9,210,סך הכל,0
2024-05-04T00:00:00.000Z,7,211,חרבות ברזל,2
2024-05-04T00:00:00.000Z,7,211,סך הכל,0
2024-05-05T00:00:00.000Z,29,212,סך הכל,0
2024-05-05T00:00:00.000Z,29,212,חרבות ברזל,2
2024-05-06T00:00:00.000Z,16,213,חרבות ברזל,2
2024-05-06T00:00:00.000Z,16,213,סך הכל,0
2024-05-07T00:00:00.000Z,17,214,סך הכל,0
2024-05-07T00:00:00.000Z,17,214,חרבות ברזל,2
2024-05-08T00:00:00.000Z,17,215,סך הכל,0
2024-05-08T00:00:00.000Z,17,215,חרבות ברזל,2
2024-05-09T00:00:00.000Z,20,216,סך הכל,0
2024-05-09T00:00:00.000Z,20,216,חרבות ברזל,2
2024-05-10T00:00:00.000Z,48,217,סך הכל,0
2024-05-10T00:00:00.000Z,48,217,חרבות ברזל,2
2024-05-11T00:00:00.000Z,15,218,חרבות ברזל,2
2024-05-11T00:00:00.000Z,15,218,סך הכל,0
2024-05-12T00:00:00.000Z,50,219,סך הכל,0
2024-05-12T00:00:00.000Z,50,219,חרבות ברזל,2
2024-05-13T00:00:00.000Z,34,220,חרבות ברזל,2
2024-05-13T00:00:00.000Z,34,220,סך הכל,0
2024-05-14T00:00:00.000Z,54,221,סך הכל,0
2024-05-14T00:00:00.000Z,54,221,חרבות ברזל,2
2024-05-15T00:00:00.000Z,45,222,חרבות ברזל,2
2024-05-15T00:00:00.000Z,45,222,סך הכל,0
2024-05-16T00:00:00.000Z,24,223,סך הכל,0
2024-05-16T00:00:00.000Z,24,223,חרבות ברזל,2
2024-05-17T00:00:00.000Z,31,224,חרבות ברזל,2
2024-05-17T00:00:00.000Z,31,224,סך הכל,0
2024-05-18T00:00:00.000Z,23,225,סך הכל,0
2024-05-18T00:00:00.000Z,23,225,חרבות ברזל,2
2024-05-19T00:00:00.000Z,25,226,חרבות ברזל,2
2024-05-19T00:00:00.000Z,25,226,סך הכל,0
2024-05-20T00:00:00.000Z,27,227,חרבות ברזל,2
2024-05-20T00:00:00.000Z,27,227,סך הכל,0
2024-05-21T00:00:00.000Z,23,228,סך הכל,0
2024-05-21T00:00:00.000Z,23,228,חרבות ברזל,2
2024-05-22T00:00:00.000Z,34,229,חרבות ברזל,2
2024-05-22T00:00:00.000Z,34,229,סך הכל,0
2024-05-23T00:00:00.000Z,27,230,סך הכל,0
2024-05-23T00:00:00.000Z,27,230,חרבות ברזל,2
2024-05-24T00:00:00.000Z,17,231,סך הכל,0
2024-05-24T00:00:00.000Z,17,231,חרבות ברזל,2
2024-05-25T00:00:00.000Z,15,232,סך הכל,0
2024-05-25T00:00:00.000Z,15,232,חרבות ברזל,2
2024-05-26T00:00:00.000Z,37,233,סך הכל,0
2024-05-26T00:00:00.000Z,37,233,חרבות ברזל,2
2024-05-27T00:00:00.000Z,26,234,סך הכל,0
2024-05-27T00:00:00.000Z,26,234,חרבות ברזל,2
2024-05-28T00:00:00.000Z,47,235,סך הכל,0
2024-05-28T00:00:00.000Z,47,235,חרבות ברזל,2
2024-05-29T00:00:00.000Z,31,236,חרבות ברזל,2
2024-05-29T00:00:00.000Z,31,236,סך הכל,0
2024-05-30T00:00:00.000Z,23,237,סך הכל,0
2024-05-30T00:00:00.000Z,23,237,חרבות ברזל,2
2024-05-31T00:00:00.000Z,28,238,חרבות ברזל,2
2024-05-31T00:00:00.000Z,28,238,סך הכל,0
2024-06-01T00:00:00.000Z,15,239,סך הכל,0
2024-06-01T00:00:00.000Z,15,239,חרבות ברזל,2
2024-06-02T00:00:00.000Z,32,240,חרבות ברזל,2
2024-06-02T00:00:00.000Z,32,240,סך הכל,0
2024-06-03T00:00:00.000Z,29,241,סך הכל,0
2024-06-03T00:00:00.000Z,29,241,חרבות ברזל,2
2024-06-04T00:00:00.000Z,56,242,חרבות ברזל,2
2024-06-04T00:00:00.000Z,56,242,סך הכל,0
2024-06-05T00:00:00.000Z,52,243,סך הכל,0
2024-06-05T00:00:00.000Z,52,243,חרבות ברזל,2
2024-06-06T00:00:00.000Z,34,244,חרבות ברזל,2
2024-06-06T00:00:00.000Z,34,244,סך הכל,0
2024-06-07T00:00:00.000Z,13,245,חרבות ברזל,2
2024-06-07T00:00:00.000Z,13,245,סך הכל,0
2024-06-08T00:00:00.000Z,21,246,סך הכל,0
2024-06-08T00:00:00.000Z,21,246,חרבות ברזל,2
2024-06-09T00:00:00.000Z,8,247,סך הכל,0
2024-06-09T00:00:00.000Z,8,247,חרבות ברזל,2
2024-06-10T00:00:00.000Z,44,248,סך הכל,0
2024-06-10T00:00:00.000Z,44,248,חרבות ברזל,2
2024-06-11T00:00:00.000Z,19,249,סך הכל,0
2024-06-11T00:00:00.000Z,19,249,חרבות ברזל,2
2024-06-12T00:00:00.000Z,18,250,סך הכל,0
2024-06-12T00:00:00.000Z,18,250,חרבות ברזל,2
2024-06-13T00:00:00.000Z,26,251,סך הכל,0
2024-06-13T00:00:00.000Z,26,251,חרבות ברזל,2
2024-06-14T00:00:00.000Z,15,252,חרבות ברזל,2
2024-06-14T00:00:00.000Z,15,252,סך הכל,0
2024-06-15T00:00:00.000Z,15,253,סך הכל,0
2024-06-15T00:00:00.000Z,15,253,חרבות ברזל,2
2024-06-16T00:00:00.000Z,17,254,חרבות ברזל,2
2024-06-16T00:00:00.000Z,17,254,סך הכל,0
2024-06-17T00:00:00.000Z,15,255,סך הכל,0
2024-06-17T00:00:00.000Z,15,255,חרבות ברזל,2
2024-06-18T00:00:00.000Z,13,256,חרבות ברזל,2
2024-06-18T00:00:00.000Z,13,256,סך הכל,0
2024-06-19T00:00:00.000Z,15,257,סך הכל,0
2024-06-19T00:00:00.000Z,15,257,חרבות ברזל,2
2024-06-20T00:00:00.000Z,36,258,חרבות ברזל,2
2024-06-20T00:00:00.000Z,36,258,סך הכל,0
2024-06-21T00:00:00.000Z,4,259,סך הכל,0
2024-06-21T00:00:00.000Z,4,259,חרבות ברזל,2
2024-06-22T00:00:00.000Z,8,260,חרבות ברזל,2
2024-06-22T00:00:00.000Z,8,260,סך הכל,0
2024-06-23T00:00:00.000Z,14,261,חרבות ברזל,2
2024-06-23T00:00:00.000Z,14,261,סך הכל,0
2024-06-24T00:00:00.000Z,21,262,סך הכל,0
2024-06-24T00:00:00.000Z,21,262,חרבות ברזל,2
2024-06-25T00:00:00.000Z,24,263,חרבות ברזל,2
2024-06-25T00:00:00.000Z,24,263,סך הכל,0
2024-06-26T00:00:00.000Z,13,264,סך הכל,0
