time,loc,locOrig
13-May-2021 22:01:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
13-May-2021 22:01:00,"ניר גלים","ניר גלים"
13-May-2021 22:01:00,"בני דרום","בני דרום"
13-May-2021 22:00:00,"ברכיה","ברכיה"
13-May-2021 22:00:00,"כפר סילבר","כפר סילבר"
13-May-2021 22:00:00,"אשקלון","אזור תעשייה צפוני אשקלון"
13-May-2021 22:00:00,"כרמייה","כרמיה"
13-May-2021 22:00:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 22:00:00,"מבקיעים","מבקיעים"
13-May-2021 22:00:00,"בית שקמה","בת הדר"
13-May-2021 22:00:00,"גיאה","גיאה"
13-May-2021 22:00:00,"ניצן","ניצן"
13-May-2021 22:00:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
13-May-2021 22:00:00,"בית שקמה","בית שקמה"
13-May-2021 22:00:00,"באר גנים","באר גנים"
13-May-2021 22:00:00,"אשדוד","אשדוד - ג,ו,ז"
13-May-2021 22:00:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
13-May-2021 22:00:00,"זיקים","זיקים"
13-May-2021 22:00:00,"אשדוד","אשדוד - א,ב,ד,ה"
13-May-2021 22:00:00,"אשקלון","אשקלון"
13-May-2021 22:00:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
13-May-2021 22:00:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 21:34:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 21:34:00,"אשקלון","אשקלון"
13-May-2021 21:25:00,"יכיני","יכיני"
13-May-2021 21:05:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
13-May-2021 21:05:00,"יד מרדכי","יד מרדכי"
13-May-2021 21:05:00,"אשקלון","אשקלון"
13-May-2021 21:05:00,"מבקיעים","מבקיעים"
13-May-2021 21:05:00,"כרמייה","כרמיה"
13-May-2021 21:05:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 21:05:00,"זיקים","זיקים"
13-May-2021 21:05:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 21:01:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 21:01:00,"כרמייה","כרמיה"
13-May-2021 21:01:00,"גיאה","גיאה"
13-May-2021 21:01:00,"מבקיעים","מבקיעים"
13-May-2021 21:01:00,"תלמי יפה","תלמי יפה"
13-May-2021 21:01:00,"יד מרדכי","יד מרדכי"
13-May-2021 21:01:00,"בית שקמה","בית שקמה"
13-May-2021 21:01:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 21:01:00,"גברעם","גברעם"
13-May-2021 20:26:00,"קרית חינוך מרחבים","קרית חינוך מרחבים"
13-May-2021 20:25:00,"פדויים","פדויים"
13-May-2021 20:25:00,"רנן","רנן"
13-May-2021 20:25:00,"מסלול","מסלול"
13-May-2021 20:25:00,"בטחה","בטחה"
13-May-2021 20:25:00,"אופקים","אופקים"
13-May-2021 20:25:00,"פטיש","פטיש"
13-May-2021 20:18:00,"נחל עוז","נחל עוז"
13-May-2021 20:13:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 20:11:00,"אופקים","אופקים"
13-May-2021 19:56:00,"אופקים","אופקים"
13-May-2021 19:56:00,"פטיש","פטיש"
13-May-2021 19:56:00,"גילת","גילת"
13-May-2021 19:56:00,"מעגלים","מעגלים גבעולים מלילות"
13-May-2021 19:56:00,"תאשור","תאשור"
13-May-2021 19:56:00,"בטחה","בטחה"
13-May-2021 19:56:00,"שיבולים","שיבולים"
13-May-2021 19:56:00,"תדהר","תדהר"
13-May-2021 19:56:00,"ברוש","ברוש"
13-May-2021 19:39:00,"תלמי אליהו","תלמי אליהו"
13-May-2021 19:39:00,"צוחר ואוהד","צוחר ואוהד"
13-May-2021 19:39:00,"גבולות","גבולות"
13-May-2021 19:39:00,"שדה ניצן","שדה ניצן"
13-May-2021 19:39:00,"מבטחים","מבטחים עמיעוז ישע"
13-May-2021 19:08:00,"כפר עזה","כפר עזה"
13-May-2021 18:58:00,"פרי גן","פרי גן"
13-May-2021 18:58:00,"סופה","סופה"
13-May-2021 18:58:00,"ניר יצחק","ניר יצחק"
13-May-2021 18:50:00,"סופה","סופה"
13-May-2021 18:48:00,"באר שבע","באר שבע - מזרח"
13-May-2021 18:48:00,"באר שבע","באר שבע - דרום"
13-May-2021 18:48:00,"חצרים","חצרים"
13-May-2021 18:48:00,"באר שבע","באר שבע - מערב"
13-May-2021 18:48:00,"עומר","עומר"
13-May-2021 18:48:00,"שגב-שלום","שגב שלום והפזורה"
13-May-2021 18:44:00,"באר שבע","באר שבע - מזרח"
13-May-2021 18:44:00,"לקיה","לקיה והפזורה"
13-May-2021 18:44:00,"שגב-שלום","שגב שלום והפזורה"
13-May-2021 18:43:00,"באר שבע","באר שבע - מערב"
13-May-2021 18:43:00,"באר שבע","באר שבע - דרום"
13-May-2021 18:43:00,"באר שבע","באר שבע - צפון"
13-May-2021 18:43:00,"באר שבע","באר שבע - מזרח"
13-May-2021 18:43:00,"מולדה, אל-סייד והפזורה","מולדה, אל-סייד והפזורה"
13-May-2021 18:43:00,"תל שבע","תל שבע"
13-May-2021 18:43:00,"דימונה","אבו-תלול והפזורה"
13-May-2021 18:43:00,"תל שבע","אום בטין והפזורה"
13-May-2021 18:43:00,"עומר","עומר"
13-May-2021 18:43:00,"נבטים","נבטים"
13-May-2021 18:24:00,"באר שבע","באר שבע - מערב"
13-May-2021 18:24:00,"באר שבע","באר שבע - דרום"
13-May-2021 18:24:00,"באר שבע","באר שבע - צפון"
13-May-2021 18:14:00,"שדה ניצן","שדה ניצן"
13-May-2021 18:14:00,"מבטחים","מבטחים עמיעוז ישע"
13-May-2021 18:14:00,"ניר יצחק","ניר יצחק"
13-May-2021 18:14:00,"צוחר ואוהד","צוחר ואוהד"
13-May-2021 18:03:00,"באר שבע","באר שבע - מערב"
13-May-2021 18:02:00,"ואדי אל נעם","ואדי אל נעם"
13-May-2021 18:02:00,"באר שבע","באר שבע - צפון"
13-May-2021 18:02:00,"באר שבע","באר שבע - מזרח"
13-May-2021 18:02:00,"שגב-שלום","שגב שלום והפזורה"
13-May-2021 18:02:00,"תל שבע","אום בטין והפזורה"
13-May-2021 18:02:00,"עומר","עומר"
13-May-2021 18:02:00,"לקיה","לקיה והפזורה"
13-May-2021 18:02:00,"תל שבע","תל שבע"
13-May-2021 18:01:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 18:01:00,"יד מרדכי","יד מרדכי"
13-May-2021 18:01:00,"כרמייה","כרמיה"
13-May-2021 18:01:00,"מבקיעים","מבקיעים"
13-May-2021 18:01:00,"ניר משה","ניר משה"
13-May-2021 18:01:00,"אשקלון","אשקלון"
13-May-2021 18:01:00,"ארז","ארז"
13-May-2021 18:01:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 18:01:00,"גבים","גבים, מכללת ספיר"
13-May-2021 18:01:00,"שדרות","שדרות, איבים"
13-May-2021 18:01:00,"ניר עם","ניר עם"
13-May-2021 18:01:00,"כפר עזה","כפר עזה"
13-May-2021 18:01:00,"ניר עם","מטווח ניר עם"
13-May-2021 18:01:00,"יכיני","יכיני"
13-May-2021 18:00:00,"מפלסים","מפלסים"
13-May-2021 18:00:00,"גבים","גבים, מכללת ספיר"
13-May-2021 18:00:00,"ניר עם","מטווח ניר עם"
13-May-2021 18:00:00,"כפר עזה","כפר עזה"
13-May-2021 17:59:00,"ניר עם","ניר עם"
13-May-2021 17:59:00,"מפלסים","מפלסים"
13-May-2021 17:59:00,"יכיני","יכיני"
13-May-2021 17:58:00,"זיקים","זיקים"
13-May-2021 17:58:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 17:58:00,"יד מרדכי","יד מרדכי"
13-May-2021 17:58:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 17:58:00,"אשקלון","אשקלון"
13-May-2021 17:58:00,"כרמייה","כרמיה"
13-May-2021 17:58:00,"מבקיעים","מבקיעים"
13-May-2021 17:57:00,"רהט","רהט והפזורה"
13-May-2021 17:57:00,"אזור תעשייה עידן הנגב","אזור תעשייה עידן הנגב"
13-May-2021 17:57:00,"להבים","להבים"
13-May-2021 17:56:00,"לקיה","לקיה והפזורה"
13-May-2021 17:48:00,"כיסופים","כיסופים"
13-May-2021 17:48:00,"עין השלושה","עין השלושה"
13-May-2021 17:48:00,"נירים","נירים"
13-May-2021 17:48:00,"ניר עוז","ניר עוז"
13-May-2021 17:47:00,"ניר עקיבא","ניר עקיבא"
13-May-2021 17:47:00,"גבים","גבים, מכללת ספיר"
13-May-2021 17:47:00,"יושיביה","יושיביה"
13-May-2021 17:47:00,"כפר עזה","כפר עזה"
13-May-2021 17:47:00,"שבי דרום","שבי דרום"
13-May-2021 17:47:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 17:47:00,"עלומים","עלומים"
13-May-2021 17:47:00,"מפלסים","מפלסים"
13-May-2021 17:47:00,"זרועה","זרועה"
13-May-2021 17:47:00,"יכיני","יכיני"
13-May-2021 17:47:00,"ניר עם","מטווח ניר עם"
13-May-2021 17:47:00,"ניר משה","ניר משה"
13-May-2021 17:47:00,"סעד","סעד"
13-May-2021 17:47:00,"תקומה","תקומה"
13-May-2021 17:43:00,"שדרות","שדרות, איבים"
13-May-2021 17:40:00,"נחל עוז","נחל עוז"
13-May-2021 17:28:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 17:28:00,"אשקלון","אשקלון"
13-May-2021 17:28:00,"מבקיעים","מבקיעים"
13-May-2021 17:11:00,"סעד","סעד"
13-May-2021 17:11:00,"כפר עזה","כפר עזה"
13-May-2021 17:10:00,"ניר יצחק","ניר יצחק"
13-May-2021 17:10:00,"פרי גן","פרי גן"
13-May-2021 17:10:00,"חולית","חולית"
13-May-2021 17:10:00,"סופה","סופה"
13-May-2021 16:53:00,"כרם שלום","כרם שלום"
13-May-2021 16:43:00,"נתיבות","נתיבות"
13-May-2021 16:42:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 16:42:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 16:42:00,"עלומים","עלומים"
13-May-2021 16:42:00,"שוקדה","שוקדה"
13-May-2021 16:42:00,"בארי","בארי"
13-May-2021 16:32:00,"שדי אברהם","שדה אברהם"
13-May-2021 16:32:00,"תלמי יוסף","תלמי יוסף"
13-May-2021 16:32:00,"פרי גן","פרי גן"
13-May-2021 16:32:00,"סופה","סופה"
13-May-2021 16:32:00,"ניר יצחק","ניר יצחק"
13-May-2021 16:32:00,"חולית","חולית"
13-May-2021 16:28:00,"סעד","סעד"
13-May-2021 16:28:00,"תקומה","תקומה וחוות יזרעם"
13-May-2021 16:28:00,"נתיבות","נתיבות"
13-May-2021 16:28:00,"עלומים","עלומים"
13-May-2021 16:28:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 16:28:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 16:28:00,"שוקדה","שוקדה"
13-May-2021 16:21:00,"ניר עוז","ניר עוז"
13-May-2021 16:13:00,"סעד","סעד"
13-May-2021 16:13:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 16:13:00,"מפלסים","מפלסים"
13-May-2021 16:13:00,"יכיני","יכיני"
13-May-2021 16:13:00,"כפר עזה","כפר עזה"
13-May-2021 16:09:00,"שדרות","שדרות, איבים"
13-May-2021 15:58:00,"בארי","בארי"
13-May-2021 15:58:00,"עלומים","עלומים"
13-May-2021 15:58:00,"נחל עוז","נחל עוז"
13-May-2021 15:48:00,"עלומים","עלומים"
13-May-2021 15:48:00,"נחל עוז","נחל עוז"
13-May-2021 15:38:00,"עלומים","עלומים"
13-May-2021 15:38:00,"נחל עוז","נחל עוז"
13-May-2021 15:28:00,"עלומים","עלומים"
13-May-2021 15:18:00,"עלומים","עלומים"
13-May-2021 15:07:00,"עלומים","עלומים"
13-May-2021 15:05:00,"סופה","סופה"
13-May-2021 14:52:00,"שוקדה","שוקדה"
13-May-2021 14:52:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 14:52:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 14:52:00,"עלומים","עלומים"
13-May-2021 14:52:00,"נחל עוז","נחל עוז"
13-May-2021 14:52:00,"סעד","סעד"
13-May-2021 14:37:00,"כפר עזה","כפר עזה"
13-May-2021 14:36:00,"נחל עוז","נחל עוז"
13-May-2021 14:34:00,"שתולים","שתולים"
13-May-2021 14:34:00,"אשדוד","אשדוד - א,ב,ד,ה"
13-May-2021 14:34:00,"שדה עוזיהו","שדה עוזיהו"
13-May-2021 14:34:00,"אשדוד","אזור תעשייה עד הלום"
13-May-2021 14:34:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
13-May-2021 14:34:00,"בני דרום","בני דרום"
13-May-2021 14:34:00,"אשדוד","אשדוד - ג,ו,ז"
13-May-2021 14:34:00,"גן יבנה","גן יבנה"
13-May-2021 14:34:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
13-May-2021 14:34:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
13-May-2021 14:34:00,"חלץ","חלץ"
13-May-2021 14:34:00,"נוגה","נוגה"
13-May-2021 14:34:00,"שדה דוד","שדה דוד"
13-May-2021 14:34:00,"תלמים","תלמים"
13-May-2021 14:33:00,"זוהר","זוהר"
13-May-2021 14:33:00,"נטף","נטף"
13-May-2021 14:33:00,"מבוא חורון","מבוא חורון"
13-May-2021 14:33:00,"ניר גלים","ניר גלים"
13-May-2021 14:33:00,"קבוצת יבנה","קבוצת יבנה"
13-May-2021 14:33:00,"גן הדרום","גן הדרום"
13-May-2021 14:33:00,"כפר אביב","כפר אביב"
13-May-2021 14:33:00,"בני ראם","בני ראם"
13-May-2021 14:33:00,"גדרה","גדרה"
13-May-2021 14:33:00,"קריית מלאכי","קריית מלאכי"
13-May-2021 14:33:00,"כפר אחים","כפר אחים"
13-May-2021 14:33:00,"ערוגות","ערוגות"
13-May-2021 14:33:00,"ינון","ינון"
13-May-2021 14:33:00,"תלמי יחיאל","תלמי יחיאל"
13-May-2021 14:33:00,"כפר הרי''ף וצומת ראם","כפר הרי''ף וצומת ראם"
13-May-2021 14:33:00,"חפץ חיים","חפץ חיים"
13-May-2021 14:33:00,"גני טל","גני טל"
13-May-2021 14:33:00,"לקיה","בית חלקיה"
13-May-2021 14:33:00,"כפר ורבורג","כפר ורבורג"
13-May-2021 14:33:00,"תימורים","תימורים"
13-May-2021 14:33:00,"סופה","סופה"
13-May-2021 14:33:00,"אביגדור","אביגדור"
13-May-2021 14:33:00,"אחווה","אחווה"
13-May-2021 14:33:00,"באר טוביה","באר טוביה"
13-May-2021 14:33:00,"קדרון","קדרון"
13-May-2021 14:33:00,"אורות","אורות"
13-May-2021 14:33:00,"שתולים","שתולים"
13-May-2021 14:33:00,"אשדוד","אזור תעשייה עד הלום"
13-May-2021 14:33:00,"מבקיעים","מבקיעים"
13-May-2021 14:33:00,"יבנה","יבנה"
13-May-2021 14:33:00,"בני דרום","בני דרום"
13-May-2021 14:33:00,"כפר סילבר","כפר סילבר"
13-May-2021 14:33:00,"אשקלון","אשקלון"
13-May-2021 14:33:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
13-May-2021 14:33:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
13-May-2021 14:33:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 14:33:00,"אשקלון","אזור תעשייה צפוני אשקלון"
13-May-2021 14:33:00,"בן זכאי","בן זכאי"
13-May-2021 14:33:00,"ניצנים","ניצנים"
13-May-2021 14:33:00,"בית עזרא","בית עזרא"
13-May-2021 14:33:00,"יד מרדכי","יד מרדכי"
13-May-2021 14:33:00,"ניצן","ניצן"
13-May-2021 14:33:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 14:33:00,"מתחם בני דרום","מתחם בני דרום"
13-May-2021 14:33:00,"כפר הנגיד","כפר הנגיד"
13-May-2021 14:33:00,"אשדוד","אשדוד - ג,ו,ז"
13-May-2021 14:33:00,"באר גנים","באר גנים"
13-May-2021 14:33:00,"דימונה","אבו קרינאת והפזורה"
13-May-2021 14:33:00,"קצר-א-סיר והפזורה","קצר-א-סיר והפזורה"
13-May-2021 14:31:00,"באר שבע","באר שבע - צפון"
13-May-2021 14:31:00,"לקיה","לקיה והפזורה"
13-May-2021 14:29:00,"מקווה ישראל","מקווה ישראל"
13-May-2021 14:28:00,"בית עובד","אירוס"
13-May-2021 14:28:00,"נטעים","נטעים"
13-May-2021 14:28:00,"בית חנן","בית חנן"
13-May-2021 14:28:00,"פלמחים","פארק תעשיות פלמחים"
13-May-2021 14:28:00,"נס ציונה","נס ציונה"
13-May-2021 14:28:00,"עיינות","עיינות"
13-May-2021 14:28:00,"נטעים","גן שורק"
13-May-2021 14:28:00,"בת-ים","בת-ים"
13-May-2021 14:28:00,"ראשון לציון","ראשון לציון - מערב"
13-May-2021 14:28:00,"צפריה","צפריה"
13-May-2021 14:28:00,"כפר חב''ד","כפר חב''ד"
13-May-2021 14:28:00,"משמר השבעה","משמר השבעה"
13-May-2021 14:28:00,"גת רימון","גת רימון"
13-May-2021 14:28:00,"חמד","חמד"
13-May-2021 14:28:00,"אור יהודה","אור יהודה"
13-May-2021 14:28:00,"רמת השרון","רמת השרון"
13-May-2021 14:28:00,"הרצלייה","הרצליה - מרכז וגליל ים"
13-May-2021 14:28:00,"תל אביב","תל אביב - עבר הירקון"
13-May-2021 14:28:00,"רמת גן","רמת גן - מערב"
13-May-2021 14:28:00,"בית דגן","בית דגן"
13-May-2021 14:28:00,"תל אביב","תל אביב - מזרח"
13-May-2021 14:28:00,"קריית אונו","קריית אונו"
13-May-2021 14:28:00,"רמת גן","רמת גן - מזרח"
13-May-2021 14:28:00,"בני ברק","בני ברק"
13-May-2021 14:28:00,"גבעתיים","גבעתיים"
13-May-2021 14:28:00,"ראשון לציון","ראשון לציון - מזרח"
13-May-2021 14:28:00,"גבעת שמואל","גבעת שמואל"
13-May-2021 14:28:00,"חולון","חולון"
13-May-2021 14:28:00,"תל אביב","תל אביב - דרום העיר ויפו"
13-May-2021 14:28:00,"סביון","סביון"
13-May-2021 14:28:00,"גנות","גנות"
13-May-2021 14:28:00,"אזור","אזור"
13-May-2021 14:28:00,"הוד השרון","הוד השרון"
13-May-2021 14:28:00,"מתחם פי גלילות","מתחם פי גלילות"
13-May-2021 14:28:00,"גני תקווה","גני תקווה"
13-May-2021 14:28:00,"תל אביב","תל אביב - מרכז העיר"
13-May-2021 14:28:00,"פתח תקווה","פתח תקווה"
13-May-2021 14:27:00,"משען","משען"
13-May-2021 14:27:00,"בית שקמה","בית שקמה"
13-May-2021 14:27:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 14:27:00,"אשקלון","אזור תעשייה צפוני אשקלון"
13-May-2021 14:27:00,"מבקיעים","מבקיעים"
13-May-2021 14:27:00,"בית שקמה","בת הדר"
13-May-2021 14:27:00,"גיאה","גיאה"
13-May-2021 14:27:00,"אשקלון","אשקלון"
13-May-2021 14:26:00,"באר שבע","באר שבע - מזרח"
13-May-2021 14:26:00,"דימונה","אבו-תלול והפזורה"
13-May-2021 14:26:00,"תל שבע","תל שבע"
13-May-2021 14:26:00,"שגב-שלום","שגב שלום והפזורה"
13-May-2021 14:26:00,"לקיה","לקיה והפזורה"
13-May-2021 14:23:00,"ניר עם","ניר עם"
13-May-2021 14:23:00,"מפלסים","מפלסים"
13-May-2021 14:23:00,"ניר עם","מטווח ניר עם"
13-May-2021 14:23:00,"שדרות","שדרות, איבים"
13-May-2021 14:16:00,"ניר עם","מטווח ניר עם"
13-May-2021 14:16:00,"שדרות","שדרות, איבים"
13-May-2021 14:16:00,"ניר עם","ניר עם"
13-May-2021 14:16:00,"ארז","ארז"
13-May-2021 14:16:00,"מפלסים","מפלסים"
13-May-2021 13:56:00,"כרמייה","כרמיה"
13-May-2021 13:56:00,"אשקלון","אשקלון"
13-May-2021 13:56:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 13:56:00,"זיקים","זיקים"
13-May-2021 13:56:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 13:18:00,"מעגלים","מעגלים גבעולים מלילות"
13-May-2021 13:18:00,"נתיבות","נתיבות"
13-May-2021 13:18:00,"שוקדה","שוקדה"
13-May-2021 13:18:00,"שרשרת","שרשרת"
13-May-2021 13:18:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 12:49:00,"כרם שלום","כרם שלום"
13-May-2021 12:35:00,"עין השלושה","עין השלושה"
13-May-2021 12:35:00,"נירים","נירים"
13-May-2021 12:35:00,"כיסופים","כיסופים"
13-May-2021 11:32:00,"כרמייה","כרמיה"
13-May-2021 11:32:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 11:32:00,"יד מרדכי","יד מרדכי"
13-May-2021 11:32:00,"זיקים","זיקים"
13-May-2021 11:32:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 11:32:00,"מבקיעים","מבקיעים"
13-May-2021 11:24:00,"נחל עוז","נחל עוז"
13-May-2021 11:17:00,"מפלסים","מפלסים"
13-May-2021 11:17:00,"מבועים","מבועים"
13-May-2021 11:17:00,"יושיביה","יושיביה"
13-May-2021 11:17:00,"תלמי ביל''ו","תלמי ביל''ו"
13-May-2021 11:17:00,"שבי דרום","שבי דרום"
13-May-2021 11:17:00,"זרועה","זרועה"
13-May-2021 11:17:00,"תקומה","תקומה"
13-May-2021 11:17:00,"בית הגדי","בית הגדי"
13-May-2021 11:17:00,"נתיבות","נתיבות"
13-May-2021 11:17:00,"תקומה","תקומה וחוות יזרעם"
13-May-2021 11:17:00,"כפר עזה","כפר עזה"
13-May-2021 11:17:00,"שוקדה","שוקדה"
13-May-2021 11:17:00,"סעד","סעד"
13-May-2021 11:17:00,"עלומים","עלומים"
13-May-2021 11:17:00,"נחל עוז","נחל עוז"
13-May-2021 11:17:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 11:17:00,"זמרת ושובה","זמרת ושובה"
13-May-2021 10:53:00,"כרם שלום","כרם שלום"
13-May-2021 08:52:00,"נירים","נירים"
13-May-2021 08:01:00,"ניר עוז","ניר עוז"
13-May-2021 07:48:00,"שדרות","שדרות, איבים"
13-May-2021 07:31:00,"עין השלושה","עין השלושה"
13-May-2021 07:31:00,"ניר עוז","ניר עוז"
13-May-2021 07:31:00,"נירים","נירים"
13-May-2021 07:26:00,"כפר מימון ותושיה","כפר מימון ותושיה"
13-May-2021 07:26:00,"בארי","בארי"
13-May-2021 07:26:00,"נחל עוז","נחל עוז"
13-May-2021 07:26:00,"עלומים","עלומים"
13-May-2021 07:02:00,"כרם שלום","כרם שלום"
13-May-2021 07:01:00,"רעים","רעים"
13-May-2021 07:01:00,"כיסופים","כיסופים"
13-May-2021 06:51:00,"גבים","גבים, מכללת ספיר"
13-May-2021 06:51:00,"ניר עם","מטווח ניר עם"
13-May-2021 06:51:00,"מפלסים","מפלסים"
13-May-2021 06:51:00,"ניר עם","ניר עם"
13-May-2021 06:51:00,"שדרות","שדרות, איבים"
13-May-2021 06:01:00,"ניר עוז","ניר עוז"
13-May-2021 06:01:00,"עין השלושה","עין השלושה"
13-May-2021 06:01:00,"נירים","נירים"
13-May-2021 05:49:00,"שדרות","שדרות, איבים"
13-May-2021 05:49:00,"ניר עם","מטווח ניר עם"
13-May-2021 05:49:00,"גבים","גבים, מכללת ספיר"
13-May-2021 05:49:00,"ארז","ארז"
13-May-2021 05:49:00,"ניר עם","ניר עם"
13-May-2021 05:49:00,"מפלסים","מפלסים"
13-May-2021 05:30:00,"כרם שלום","כרם שלום"
13-May-2021 03:18:00,"אשקלון","אזור תעשייה צפוני אשקלון"
13-May-2021 03:18:00,"משען","משען"
13-May-2021 03:18:00,"גיאה","גיאה"
13-May-2021 03:18:00,"בית שקמה","בית שקמה"
13-May-2021 03:18:00,"אשקלון","אשקלון"
13-May-2021 03:18:00,"בית שקמה","בת הדר"
13-May-2021 03:18:00,"כפר סילבר","כפר סילבר"
13-May-2021 03:18:00,"הודייה","הודיה"
13-May-2021 03:18:00,"ניר ישראל","ניר ישראל"
13-May-2021 03:18:00,"ברכיה","ברכיה"
13-May-2021 02:30:00,"מבקיעים","מבקיעים"
13-May-2021 02:30:00,"אשקלון","אשקלון"
13-May-2021 02:30:00,"כרמייה","כרמיה"
13-May-2021 02:30:00,"זיקים","זיקים"
13-May-2021 02:30:00,"נתיב העשרה","נתיב העשרה"
13-May-2021 02:30:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 02:30:00,"יד מרדכי","יד מרדכי"
13-May-2021 01:54:00,"נהורה","נהורה"
13-May-2021 01:54:00,"זוהר","זוהר"
13-May-2021 01:54:00,"ניר ח''ן","ניר ח''ן"
13-May-2021 01:54:00,"שחר","שחר"
13-May-2021 01:54:00,"איתן","איתן"
13-May-2021 01:54:00,"קריית גת","קריית גת, כרמי גת"
13-May-2021 01:54:00,"עוזה","עוזה"
13-May-2021 01:51:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
13-May-2021 01:51:00,"ניצן","ניצן"
13-May-2021 01:51:00,"בית עזרא","בית עזרא"
13-May-2021 01:51:00,"אמונים","אמונים"
13-May-2021 01:51:00,"גבעתי","גבעתי"
13-May-2021 01:51:00,"עזר","עזר"
13-May-2021 01:51:00,"רמת גן","רמת גן - מזרח"
13-May-2021 01:51:00,"ניצנים","ניצנים"
13-May-2021 01:51:00,"באר גנים","באר גנים"
13-May-2021 01:51:00,"משמר השבעה","משמר השבעה"
13-May-2021 01:51:00,"בית דגן","בית דגן"
13-May-2021 01:51:00,"יגל","יגל"
13-May-2021 01:51:00,"כפר חב''ד","כפר חב''ד"
13-May-2021 01:51:00,"גנות","גנות"
13-May-2021 01:50:00,"גן יבנה","גן יבנה"
13-May-2021 01:50:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
13-May-2021 01:50:00,"אשדוד","אזור תעשייה עד הלום"
13-May-2021 01:50:00,"גן הדרום","גן הדרום"
13-May-2021 01:50:00,"מקווה ישראל","מקווה ישראל"
13-May-2021 01:50:00,"אזור","אזור"
13-May-2021 01:50:00,"חולון","חולון"
13-May-2021 01:50:00,"בת-ים","בת-ים"
13-May-2021 01:50:00,"שדה עוזיהו","שדה עוזיהו"
13-May-2021 01:50:00,"שתולים","שתולים"
13-May-2021 01:50:00,"עזריקם","עזריקם"
13-May-2021 01:50:00,"ניצן","ניצן"
13-May-2021 01:50:00,"אשקלון","אשקלון"
13-May-2021 01:50:00,"בית שקמה","בת הדר"
13-May-2021 01:50:00,"אשקלון","אזור תעשייה צפוני אשקלון"
13-May-2021 01:50:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
13-May-2021 01:50:00,"נווה ירק","נווה ירק"
13-May-2021 01:50:00,"מועצה אזורית דרום השרון","מועצה אזורית דרום השרון"
13-May-2021 01:50:00,"גבעת השלושה","גבעת השלושה"
13-May-2021 01:50:00,"עינת","עינת"
13-May-2021 01:49:00,"נופך","נופך"
13-May-2021 01:49:00,"צפריה","צפריה"
13-May-2021 01:49:00,"רינתיה","רינתיה"
13-May-2021 01:49:00,"בני עטרות","בני עטרות"
13-May-2021 01:49:00,"חמד","חמד"
13-May-2021 01:49:00,"סביון","סביון"
13-May-2021 01:49:00,"אור יהודה","אור יהודה"
13-May-2021 01:49:00,"נחלים","נחלים"
13-May-2021 01:49:00,"גת רימון","גת רימון"
13-May-2021 01:49:00,"מגשימים","מגשימים"
13-May-2021 01:49:00,"גני תקווה","גני תקווה"
