time,loc,locOrig
16-May-2021 00:11:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
16-May-2021 00:11:00,"גבעתי","גבעתי"
16-May-2021 00:11:00,"עזר","עזר"
16-May-2021 00:10:00,"נופך","נופך"
16-May-2021 00:10:00,"בארות יצחק","בארות יצחק"
16-May-2021 00:10:00,"ניר גלים","ניר גלים"
16-May-2021 00:10:00,"אמונים","אמונים"
16-May-2021 00:10:00,"חצור","חצור"
16-May-2021 00:10:00,"בני דרום","בני דרום"
16-May-2021 00:10:00,"ארסוף","ארסוף"
16-May-2021 00:10:00,"עזריקם","עזריקם"
16-May-2021 00:10:00,"ראשון לציון","ראשון לציון - מערב"
16-May-2021 00:10:00,"בית עזרא","בית עזרא"
16-May-2021 00:10:00,"אשדוד","אזור תעשייה עד הלום"
16-May-2021 00:10:00,"שתולים","שתולים"
16-May-2021 00:10:00,"שדה עוזיהו","שדה עוזיהו"
16-May-2021 00:10:00,"מקווה ישראל","מקווה ישראל"
16-May-2021 00:10:00,"גן שלמה","גן שלמה"
16-May-2021 00:10:00,"הרצלייה","הרצליה - פיתוח"
16-May-2021 00:10:00,"גבעת ברנר","גבעת ברנר"
16-May-2021 00:10:00,"משגב דב","משגב דב"
16-May-2021 00:10:00,"משמר השבעה","משמר השבעה"
16-May-2021 00:10:00,"גיבתון","גיבתון"
16-May-2021 00:10:00,"יגל","יגל"
16-May-2021 00:10:00,"כרם ביבנה","כרם ביבנה"
16-May-2021 00:10:00,"ביצרון","ביצרון"
16-May-2021 00:10:00,"בני עטרות","בני עטרות"
16-May-2021 00:10:00,"באר יעקב","באר יעקב"
16-May-2021 00:10:00,"קבוצת יבנה","קבוצת יבנה"
16-May-2021 00:10:00,"גן הדרום","גן הדרום"
16-May-2021 00:10:00,"ניר צבי","ניר צבי"
16-May-2021 00:10:00,"גבעת וושינגטון","גבעת וושינגטון"
16-May-2021 00:10:00,"גן יבנה","גן יבנה"
16-May-2021 00:10:00,"ראשון לציון","ראשון לציון - מזרח"
16-May-2021 00:10:00,"נצר סרני","נצר סרני"
16-May-2021 00:10:00,"גנות","גנות"
16-May-2021 00:10:00,"ראשון לציון","תעשיון צריפין"
16-May-2021 00:10:00,"רחובות","רחובות"
16-May-2021 00:10:00,"בת-ים","בת-ים"
16-May-2021 00:10:00,"אשדוד","אשדוד - ג,ו,ז"
16-May-2021 00:10:00,"אחיעזר","אחיעזר"
16-May-2021 00:10:00,"בית דגן","בית דגן"
16-May-2021 00:10:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
16-May-2021 00:10:00,"ניצן","ניצן"
16-May-2021 00:10:00,"כפר חב''ד","כפר חב''ד"
16-May-2021 00:10:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
16-May-2021 00:10:00,"אשדוד","אשדוד - א,ב,ד,ה"
16-May-2021 00:10:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
16-May-2021 00:10:00,"פלמחים","פלמחים"
16-May-2021 00:10:00,"נטעים","נטעים"
16-May-2021 00:10:00,"תל אביב","תל אביב - מזרח"
16-May-2021 00:10:00,"תל אביב","תל אביב - דרום העיר ויפו"
16-May-2021 00:10:00,"חולון","חולון"
16-May-2021 00:09:00,"צפריה","צפריה"
16-May-2021 00:09:00,"יהוד-מונוסון","יהוד-מונוסון"
16-May-2021 00:09:00,"גני תקווה","גני תקווה"
16-May-2021 00:09:00,"מגשימים","מגשימים"
16-May-2021 00:09:00,"קריית אונו","מעש"
16-May-2021 00:09:00,"נחלים","נחלים"
16-May-2021 00:09:00,"פתח תקווה","פתח תקווה"
16-May-2021 00:09:00,"סביון","סביון"
16-May-2021 00:09:00,"גת רימון","גת רימון"
16-May-2021 00:09:00,"חמד","חמד"
16-May-2021 00:09:00,"קריית אונו","קריית אונו"
16-May-2021 00:09:00,"אור יהודה","אור יהודה"
16-May-2021 00:09:00,"מבקיעים","מבקיעים"
16-May-2021 00:09:00,"כרמייה","כרמיה"
16-May-2021 00:09:00,"תל אביב","תל אביב - עבר הירקון"
16-May-2021 00:09:00,"אשקלון","אשקלון"
16-May-2021 00:09:00,"מתחם פי גלילות","מתחם פי גלילות"
16-May-2021 00:09:00,"תל אביב","תל אביב - מרכז העיר"
16-May-2021 00:09:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 20:34:00,"יד מרדכי","יד מרדכי"
15-May-2021 20:27:00,"כפר מימון ותושיה","כפר מימון ותושיה"
15-May-2021 20:27:00,"שוקדה","שוקדה"
15-May-2021 20:27:00,"עלומים","עלומים"
15-May-2021 20:27:00,"בארי","בארי"
15-May-2021 20:27:00,"שרשרת","שרשרת"
15-May-2021 20:27:00,"שיבולים","שיבולים"
15-May-2021 20:27:00,"מעגלים","מעגלים גבעולים מלילות"
15-May-2021 20:27:00,"נתיבות","נתיבות"
15-May-2021 20:27:00,"נחל עוז","נחל עוז"
15-May-2021 20:27:00,"זמרת ושובה","זמרת ושובה"
15-May-2021 20:26:00,"גיאה","גיאה"
15-May-2021 20:26:00,"כרמייה","כרמיה"
15-May-2021 20:26:00,"יד מרדכי","יד מרדכי"
15-May-2021 20:26:00,"אשקלון","אשקלון"
15-May-2021 20:26:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 20:26:00,"מבקיעים","מבקיעים"
15-May-2021 20:04:00,"כפר עזה","כפר עזה"
15-May-2021 20:04:00,"ניר משה","ניר משה"
15-May-2021 20:04:00,"ניר עקיבא","ניר עקיבא"
15-May-2021 20:04:00,"יכיני","יכיני"
15-May-2021 19:46:00,"יבול","יבול"
15-May-2021 19:46:00,"פרי גן","פרי גן"
15-May-2021 19:46:00,"יתד","אבשלום"
15-May-2021 19:46:00,"יתד","יתד"
15-May-2021 19:46:00,"תלמי יוסף","תלמי יוסף"
15-May-2021 19:46:00,"שדי אברהם","שדה אברהם"
15-May-2021 19:46:00,"סופה","סופה"
15-May-2021 19:46:00,"ניר יצחק","ניר יצחק"
15-May-2021 19:46:00,"דקל","דקל"
15-May-2021 19:46:00,"חולית","חולית"
15-May-2021 19:34:00,"כרם שלום","כרם שלום"
15-May-2021 19:20:00,"יתד","יתד"
15-May-2021 19:04:00,"תלמי אליהו","תלמי אליהו"
15-May-2021 19:04:00,"צוחר ואוהד","צוחר ואוהד"
15-May-2021 19:04:00,"שדה ניצן","שדה ניצן"
15-May-2021 19:03:00,"ניר יצחק","ניר יצחק"
15-May-2021 19:03:00,"מבטחים","מבטחים עמיעוז ישע"
15-May-2021 18:56:00,"נירים","נירים"
15-May-2021 18:56:00,"ניר עוז","ניר עוז"
15-May-2021 18:56:00,"עין השלושה","עין השלושה"
15-May-2021 18:52:00,"יתד","יתד"
15-May-2021 18:52:00,"כרם שלום","כרם שלום"
15-May-2021 18:44:00,"כיסופים","כיסופים"
15-May-2021 18:44:00,"נירים","נירים"
15-May-2021 18:44:00,"עין השלושה","עין השלושה"
15-May-2021 18:37:00,"שדרות","שדרות, איבים"
15-May-2021 18:37:00,"ניר עם","מטווח ניר עם"
15-May-2021 18:37:00,"ניר עם","ניר עם"
15-May-2021 18:37:00,"מפלסים","מפלסים"
15-May-2021 18:37:00,"ארז","ארז"
15-May-2021 18:36:00,"נחל עוז","נחל עוז"
15-May-2021 18:36:00,"כיסופים","כיסופים"
15-May-2021 18:33:00,"משען","משען"
15-May-2021 18:33:00,"אשקלון","אזור תעשייה צפוני אשקלון"
15-May-2021 18:33:00,"בית שקמה","בת הדר"
15-May-2021 18:33:00,"ניר ישראל","ניר ישראל"
15-May-2021 18:33:00,"ברכיה","ברכיה"
15-May-2021 18:33:00,"כפר סילבר","כפר סילבר"
15-May-2021 18:33:00,"אשקלון","אשקלון"
15-May-2021 18:33:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 18:33:00,"יד מרדכי","יד מרדכי"
15-May-2021 18:33:00,"כרמייה","כרמיה"
15-May-2021 18:33:00,"מבקיעים","מבקיעים"
15-May-2021 18:30:00,"גברעם","גברעם"
15-May-2021 18:27:00,"גבים","גבים, מכללת ספיר"
15-May-2021 18:27:00,"ניר עם","ניר עם"
15-May-2021 18:26:00,"חוות שיקמים","חוות שיקמים"
15-May-2021 18:26:00,"דורות","דורות"
15-May-2021 18:26:00,"שדרות","שדרות, איבים"
15-May-2021 18:23:00,"רעים","רעים"
15-May-2021 18:23:00,"בארי","בארי"
15-May-2021 18:17:00,"כרם שלום","כרם שלום"
15-May-2021 18:10:00,"גבים","גבים, מכללת ספיר"
15-May-2021 18:09:00,"שדרות","שדרות, איבים"
15-May-2021 18:09:00,"ניר עם","ניר עם"
15-May-2021 18:08:00,"מפלסים","מפלסים"
15-May-2021 18:08:00,"ניר עם","מטווח ניר עם"
15-May-2021 18:08:00,"שדרות","שדרות, איבים"
15-May-2021 18:08:00,"ניר עם","ניר עם"
15-May-2021 18:08:00,"ארז","ארז"
15-May-2021 18:07:00,"גברעם","גברעם"
15-May-2021 18:07:00,"אור הנר","אור הנר"
15-May-2021 18:06:00,"ניר עם","ניר עם"
15-May-2021 18:06:00,"גבים","גבים, מכללת ספיר"
15-May-2021 18:06:00,"ניר עם","מטווח ניר עם"
15-May-2021 18:06:00,"שדרות","שדרות, איבים"
15-May-2021 18:06:00,"מפלסים","מפלסים"
15-May-2021 18:04:00,"תלמי אליהו","תלמי אליהו"
15-May-2021 18:04:00,"צוחר ואוהד","צוחר ואוהד"
15-May-2021 18:04:00,"שדה ניצן","שדה ניצן"
15-May-2021 18:04:00,"מבטחים","מבטחים עמיעוז ישע"
15-May-2021 18:04:00,"ניר יצחק","ניר יצחק"
15-May-2021 18:02:00,"נתיב העשרה","נתיב העשרה"
15-May-2021 18:02:00,"כרמייה","כרמיה"
15-May-2021 18:02:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 18:02:00,"זיקים","זיקים"
15-May-2021 18:02:00,"אשקלון","אשקלון"
15-May-2021 18:02:00,"נירים","נירים"
15-May-2021 18:02:00,"עין השלושה","עין השלושה"
15-May-2021 18:02:00,"שדרות","שדרות, איבים"
15-May-2021 18:02:00,"ארז","ארז"
15-May-2021 18:02:00,"ניר עם","ניר עם"
15-May-2021 18:02:00,"ניר עם","מטווח ניר עם"
15-May-2021 18:01:00,"כיסופים","כיסופים"
15-May-2021 18:00:00,"מפלסים","מפלסים"
15-May-2021 18:00:00,"ניר עם","ניר עם"
15-May-2021 18:00:00,"ארז","ארז"
15-May-2021 18:00:00,"ניר עם","מטווח ניר עם"
15-May-2021 18:00:00,"שדרות","שדרות, איבים"
15-May-2021 18:00:00,"תקומה","תקומה וחוות יזרעם"
15-May-2021 18:00:00,"סעד","סעד"
15-May-2021 18:00:00,"כפר עזה","כפר עזה"
15-May-2021 18:00:00,"עלומים","עלומים"
15-May-2021 18:00:00,"כרם שלום","כרם שלום"
15-May-2021 18:00:00,"זמרת ושובה","זמרת ושובה"
15-May-2021 18:00:00,"תקומה","תקומה"
15-May-2021 18:00:00,"נחל עוז","נחל עוז"
15-May-2021 18:00:00,"נתיבות","נתיבות"
15-May-2021 18:00:00,"ניר עוז","ניר עוז"
15-May-2021 18:00:00,"אשקלון","אשקלון"
15-May-2021 18:00:00,"ניר ישראל","ניר ישראל"
15-May-2021 18:00:00,"ניצנים","ניצנים"
15-May-2021 18:00:00,"באר גנים","באר גנים"
15-May-2021 17:59:00,"כפר אביב","כפר אביב"
15-May-2021 17:59:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
15-May-2021 17:59:00,"עזר","עזר"
15-May-2021 17:59:00,"גבעת וושינגטון","גבעת וושינגטון"
15-May-2021 17:59:00,"גן הדרום","גן הדרום"
15-May-2021 17:59:00,"כרם ביבנה","כרם ביבנה"
15-May-2021 17:59:00,"אשדוד","אזור תעשייה עד הלום"
15-May-2021 17:59:00,"נווה מבטח","נווה מבטח"
15-May-2021 17:59:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
15-May-2021 17:59:00,"ביצרון","ביצרון"
15-May-2021 17:59:00,"ניצנים","ניצנים"
15-May-2021 17:59:00,"אשדוד","אשדוד - א,ב,ד,ה"
15-May-2021 17:59:00,"יתד","יתד"
15-May-2021 17:59:00,"בני דרום","בני דרום"
15-May-2021 17:59:00,"קבוצת יבנה","קבוצת יבנה"
15-May-2021 17:59:00,"בית עזרא","בית עזרא"
15-May-2021 17:59:00,"גבעתי","גבעתי"
15-May-2021 17:59:00,"משגב דב","משגב דב"
15-May-2021 17:59:00,"שדמה","שדמה"
15-May-2021 17:59:00,"שדה עוזיהו","שדה עוזיהו"
15-May-2021 17:59:00,"ניצן","ניצן"
15-May-2021 17:59:00,"גן יבנה","גן יבנה"
15-May-2021 17:59:00,"עזריקם","עזריקם"
15-May-2021 17:59:00,"מתחם בני דרום","מתחם בני דרום"
15-May-2021 17:59:00,"משואות יצחק","משואות יצחק"
15-May-2021 17:59:00,"באר טוביה","באר טוביה"
15-May-2021 17:59:00,"ניר גלים","ניר גלים"
15-May-2021 17:59:00,"אמונים","אמונים"
15-May-2021 17:59:00,"חצור","חצור"
15-May-2021 17:59:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
15-May-2021 17:59:00,"אשדוד","אשדוד - ג,ו,ז"
15-May-2021 17:59:00,"שתולים","שתולים"
15-May-2021 17:59:00,"פרי גן","פרי גן"
15-May-2021 17:59:00,"שדי אברהם","שדה אברהם"
15-May-2021 17:59:00,"חולית","חולית"
15-May-2021 17:59:00,"סופה","סופה"
15-May-2021 17:59:00,"ניר יצחק","ניר יצחק"
15-May-2021 17:59:00,"זמרת ושובה","זמרת ושובה"
15-May-2021 17:59:00,"תקומה","תקומה וחוות יזרעם"
15-May-2021 17:58:00,"נתיבות","נתיבות"
15-May-2021 17:58:00,"כפר מימון ותושיה","כפר מימון ותושיה"
15-May-2021 17:58:00,"שוקדה","שוקדה"
15-May-2021 17:58:00,"עלומים","עלומים"
15-May-2021 17:58:00,"בארי","בארי"
15-May-2021 17:57:00,"כיסופים","כיסופים"
15-May-2021 17:57:00,"עין השלושה","עין השלושה"
15-May-2021 17:56:00,"אור הנר","אור הנר"
15-May-2021 17:56:00,"ארז","ארז"
15-May-2021 17:56:00,"כיסופים","כיסופים"
15-May-2021 17:56:00,"גבים","גבים, מכללת ספיר"
15-May-2021 17:56:00,"ניר עם","מטווח ניר עם"
15-May-2021 17:56:00,"חוות שיקמים","חוות שיקמים"
15-May-2021 17:56:00,"שדרות","שדרות, איבים"
15-May-2021 17:56:00,"מפלסים","מפלסים"
15-May-2021 17:56:00,"ניר עם","ניר עם"
15-May-2021 17:55:00,"נגבה","נגבה"
15-May-2021 17:55:00,"כוכב מיכאל","כוכב מיכאל"
15-May-2021 17:55:00,"משען","משען"
15-May-2021 17:55:00,"שדה יואב","שדה יואב"
15-May-2021 17:55:00,"ברכיה","ברכיה"
15-May-2021 17:55:00,"ניר ישראל","ניר ישראל"
15-May-2021 17:55:00,"הודייה","הודיה"
15-May-2021 17:54:00,"שדרות","שדרות, איבים"
15-May-2021 17:54:00,"גת","גת"
15-May-2021 17:54:00,"שדה משה","שדה משה"
15-May-2021 17:53:00,"איתן","איתן"
15-May-2021 17:53:00,"ניר ח''ן","ניר ח''ן"
15-May-2021 17:53:00,"שחר","שחר"
15-May-2021 17:53:00,"עוזה","עוזה"
15-May-2021 17:53:00,"קריית גת","קריית גת, כרמי גת"
15-May-2021 17:44:00,"עין השלושה","עין השלושה"
15-May-2021 17:44:00,"כיסופים","כיסופים"
15-May-2021 17:41:00,"נחל עוז","נחל עוז"
15-May-2021 17:17:00,"ניר עם","מטווח ניר עם"
15-May-2021 17:17:00,"גבים","גבים, מכללת ספיר"
15-May-2021 17:17:00,"ניר עם","ניר עם"
15-May-2021 17:17:00,"ארז","ארז"
15-May-2021 17:17:00,"שדרות","שדרות, איבים"
15-May-2021 17:16:00,"נחל עוז","נחל עוז"
15-May-2021 17:08:00,"כיסופים","כיסופים"
15-May-2021 16:18:00,"כיסופים","כיסופים"
15-May-2021 16:18:00,"עין השלושה","עין השלושה"
15-May-2021 16:01:00,"נחל עוז","נחל עוז"
15-May-2021 15:38:00,"כרם שלום","כרם שלום"
15-May-2021 15:35:00,"כרם שלום","כרם שלום"
15-May-2021 15:31:00,"כרם שלום","כרם שלום"
15-May-2021 15:30:00,"כרם שלום","כרם שלום"
15-May-2021 15:16:00,"כרם שלום","כרם שלום"
15-May-2021 15:05:00,"ניר עם","מטווח ניר עם"
15-May-2021 15:05:00,"אור הנר","אור הנר"
15-May-2021 15:05:00,"שדרות","שדרות, איבים"
15-May-2021 15:05:00,"ניר עם","ניר עם"
15-May-2021 15:05:00,"גבים","גבים, מכללת ספיר"
15-May-2021 15:05:00,"ארז","ארז"
15-May-2021 15:02:00,"תפרח","תפרח"
15-May-2021 15:02:00,"גילת","גילת"
15-May-2021 15:02:00,"אופקים","אופקים"
15-May-2021 15:00:00,"אופקים","אופקים"
15-May-2021 14:59:00,"עין השלושה","עין השלושה"
15-May-2021 14:59:00,"כיסופים","כיסופים"
15-May-2021 14:29:00,"עין השלושה","עין השלושה"
15-May-2021 14:29:00,"כיסופים","כיסופים"
15-May-2021 14:29:00,"נווה מבטח","נווה מבטח"
15-May-2021 14:29:00,"משואות יצחק","משואות יצחק"
15-May-2021 14:29:00,"אורות","אורות"
15-May-2021 14:29:00,"באר טוביה","באר טוביה"
15-May-2021 14:29:00,"חצור","חצור"
15-May-2021 14:29:00,"ביצרון","ביצרון"
15-May-2021 14:29:00,"ניר גלים","ניר גלים"
15-May-2021 14:29:00,"מתחם בני דרום","מתחם בני דרום"
15-May-2021 14:29:00,"גן יבנה","גן יבנה"
15-May-2021 14:29:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
15-May-2021 14:29:00,"עזר","עזר"
15-May-2021 14:29:00,"אשדוד","אשדוד - א,ב,ד,ה"
15-May-2021 14:29:00,"ניצן","ניצן"
15-May-2021 14:29:00,"שדה עוזיהו","שדה עוזיהו"
15-May-2021 14:29:00,"בני דרום","בני דרום"
15-May-2021 14:29:00,"ניצנים","ניצנים"
15-May-2021 14:29:00,"בית עזרא","בית עזרא"
15-May-2021 14:29:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
15-May-2021 14:29:00,"גן הדרום","גן הדרום"
15-May-2021 14:29:00,"באר גנים","באר גנים"
15-May-2021 14:29:00,"אשדוד","אזור תעשייה עד הלום"
15-May-2021 14:29:00,"גבעתי","גבעתי"
15-May-2021 14:29:00,"אשדוד","אשדוד - ג,ו,ז"
15-May-2021 14:29:00,"שתולים","שתולים"
15-May-2021 14:29:00,"עזריקם","עזריקם"
15-May-2021 14:29:00,"אמונים","אמונים"
15-May-2021 14:29:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
15-May-2021 14:29:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 14:29:00,"אשקלון","אזור תעשייה צפוני אשקלון"
15-May-2021 14:29:00,"משען","משען"
15-May-2021 14:29:00,"ברכיה","ברכיה"
15-May-2021 14:29:00,"בית שקמה","בית שקמה"
15-May-2021 14:29:00,"אשקלון","אשקלון"
15-May-2021 14:29:00,"בית שקמה","בת הדר"
15-May-2021 14:29:00,"כפר סילבר","כפר סילבר"
15-May-2021 14:29:00,"גיאה","גיאה"
15-May-2021 14:10:00,"קרני שומרון","קרני שומרון"
15-May-2021 14:10:00,"מעלה שומרון","מעלה שומרון"
15-May-2021 14:09:00,"קרני שומרון","קרני שומרון"
15-May-2021 14:09:00,"אלפי מנשה","אלפי מנשה"
15-May-2021 14:09:00,"מעלה שומרון","מעלה שומרון"
15-May-2021 14:09:00,"פלמחים","פארק תעשיות פלמחים"
15-May-2021 14:09:00,"מעלה שומרון","מעלה שומרון"
15-May-2021 14:09:00,"אלפי מנשה","אלפי מנשה"
15-May-2021 14:09:00,"קרני שומרון","קרני שומרון"
15-May-2021 14:08:00,"ראשון לציון","ראשון לציון - מערב"
15-May-2021 14:08:00,"בת-ים","בת-ים"
15-May-2021 14:08:00,"חולון","חולון"
15-May-2021 14:08:00,"תל אביב","תל אביב - מזרח"
15-May-2021 14:08:00,"אזור","אזור"
15-May-2021 14:08:00,"מקווה ישראל","מקווה ישראל"
15-May-2021 14:08:00,"תל אביב","תל אביב - דרום העיר ויפו"
15-May-2021 14:03:00,"ניר גלים","ניר גלים"
15-May-2021 14:03:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
15-May-2021 14:03:00,"אשדוד","אשדוד - ג,ו,ז"
15-May-2021 14:03:00,"בני דרום","בני דרום"
15-May-2021 14:03:00,"אשדוד","אשדוד - א,ב,ד,ה"
15-May-2021 14:03:00,"נווה מבטח","נווה מבטח"
15-May-2021 14:02:00,"כפר אביב","כפר אביב"
15-May-2021 14:02:00,"שתולים","שתולים"
15-May-2021 14:02:00,"בניה","בניה"
15-May-2021 14:02:00,"כפר מרדכי","כפר מרדכי"
15-May-2021 14:02:00,"קבוצת יבנה","קבוצת יבנה"
15-May-2021 14:02:00,"שדמה","שדמה"
15-May-2021 14:02:00,"גבעת וושינגטון","גבעת וושינגטון"
15-May-2021 14:02:00,"משגב דב","משגב דב"
15-May-2021 14:02:00,"כרם ביבנה","כרם ביבנה"
15-May-2021 14:02:00,"מעון צופיה","מעון צופיה"
15-May-2021 14:02:00,"ניר גלים","ניר גלים"
15-May-2021 14:02:00,"יבנה","יבנה"
15-May-2021 14:02:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
15-May-2021 14:02:00,"מתחם בני דרום","מתחם בני דרום"
15-May-2021 14:02:00,"בני דרום","בני דרום"
15-May-2021 14:02:00,"כפר הנגיד","כפר הנגיד"
15-May-2021 14:02:00,"בן זכאי","בן זכאי"
15-May-2021 14:02:00,"עזריקם","עזריקם"
15-May-2021 14:02:00,"חצור","חצור"
15-May-2021 14:02:00,"גבעתי","גבעתי"
15-May-2021 14:02:00,"גן יבנה","גן יבנה"
15-May-2021 14:02:00,"אמונים","אמונים"
15-May-2021 14:02:00,"שדה עוזיהו","שדה עוזיהו"
15-May-2021 14:02:00,"עזר","עזר"
15-May-2021 14:02:00,"ניצנים","ניצנים"
15-May-2021 14:02:00,"ביצרון","ביצרון"
15-May-2021 14:02:00,"גן הדרום","גן הדרום"
15-May-2021 14:02:00,"בית עזרא","בית עזרא"
15-May-2021 14:02:00,"אשדוד","אזור תעשייה עד הלום"
15-May-2021 14:02:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
15-May-2021 14:02:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
15-May-2021 14:02:00,"אשדוד","אשדוד - א,ב,ד,ה"
15-May-2021 14:02:00,"אשדוד","אשדוד - ג,ו,ז"
15-May-2021 14:02:00,"ניצן","ניצן"
15-May-2021 14:02:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 14:02:00,"מבקיעים","מבקיעים"
15-May-2021 14:02:00,"אשקלון","אשקלון"
15-May-2021 14:01:00,"שתולים","שתולים"
15-May-2021 14:01:00,"שדה עוזיהו","שדה עוזיהו"
15-May-2021 14:01:00,"אשדוד","אזור תעשייה עד הלום"
15-May-2021 14:01:00,"נתיב העשרה","נתיב העשרה"
15-May-2021 14:01:00,"בן זכאי","בן זכאי"
15-May-2021 14:01:00,"אשדוד","אשדוד - א,ב,ד,ה"
15-May-2021 14:01:00,"עשרת","עשרת"
15-May-2021 14:01:00,"בניה","בניה"
15-May-2021 14:01:00,"כפר מרדכי","כפר מרדכי"
15-May-2021 14:01:00,"בני דרום","בני דרום"
15-May-2021 14:01:00,"בית גמליאל","בית גמליאל"
15-May-2021 14:01:00,"כפר הנגיד","כפר הנגיד"
15-May-2021 14:01:00,"אשדוד","אשדוד - יא,יב,טו,יז,מרינה"
15-May-2021 14:01:00,"מעון צופיה","מעון צופיה"
15-May-2021 14:01:00,"אשדוד","אשדוד - אזור תעשייה צפוני ונ"
15-May-2021 14:01:00,"כרמייה","כרמיה"
15-May-2021 14:01:00,"ניר גלים","ניר גלים"
15-May-2021 14:01:00,"גבעת וושינגטון","גבעת וושינגטון"
15-May-2021 14:01:00,"מישר","מישר"
15-May-2021 14:01:00,"כרם ביבנה","כרם ביבנה"
15-May-2021 14:01:00,"אשדוד","אשדוד - ג,ו,ז"
15-May-2021 14:01:00,"מתחם בני דרום","מתחם בני דרום"
15-May-2021 14:01:00,"כפר אביב","כפר אביב"
15-May-2021 14:01:00,"יבנה","יבנה"
15-May-2021 14:01:00,"גאליה","גאליה"
15-May-2021 14:01:00,"שדמה","שדמה"
15-May-2021 14:01:00,"אשקלון","אשקלון"
15-May-2021 14:01:00,"גבעתי","גבעתי"
15-May-2021 14:01:00,"באר טוביה","באר טוביה"
15-May-2021 14:01:00,"זיקים","זיקים"
15-May-2021 14:01:00,"חצור","חצור"
15-May-2021 14:01:00,"באר גנים","באר גנים"
15-May-2021 14:01:00,"שתולים","שתולים"
15-May-2021 14:01:00,"בני עי''ש","בני עי''ש"
15-May-2021 14:01:00,"אורות","אורות"
15-May-2021 14:01:00,"אמונים","אמונים"
15-May-2021 14:01:00,"ניצן","ניצן"
15-May-2021 14:01:00,"ניר ישראל","ניר ישראל"
15-May-2021 14:01:00,"עזר","עזר"
15-May-2021 14:01:00,"אשקלון","אזור תעשייה הדרומי אשקלון"
15-May-2021 14:01:00,"פארק תעשייה ראם","פארק תעשייה ראם"
15-May-2021 14:01:00,"משגב דב","משגב דב"
15-May-2021 14:01:00,"שדה עוזיהו","שדה עוזיהו"
15-May-2021 14:01:00,"ניצנים","ניצנים"
15-May-2021 14:01:00,"אשדוד","אשדוד - ח,ט,י,יג,יד,טז"
15-May-2021 14:01:00,"בית עזרא","בית עזרא"
15-May-2021 14:01:00,"אזור תעשייה כנות","אזור תעשייה כנות"
15-May-2021 14:01:00,"כנות","כנות"
15-May-2021 14:01:00,"גן הדרום","גן הדרום"
15-May-2021 14:01:00,"עזריקם","עזריקם"
15-May-2021 14:01:00,"אשדוד","אזור תעשייה עד הלום"
15-May-2021 14:00:00,"קבוצת יבנה","קבוצת יבנה"
15-May-2021 14:00:00,"נווה מבטח","נווה מבטח"
15-May-2021 14:00:00,"ביצרון","ביצרון"
15-May-2021 14:00:00,"גן יבנה","גן יבנה"
15-May-2021 14:00:00,"כיסופים","כיסופים"
15-May-2021 14:00:00,"עין השלושה","עין השלושה"
15-May-2021 13:58:00,"רחלים","רחלים"
15-May-2021 13:58:00,"כפר תפוח","כפר תפוח"
15-May-2021 13:57:00,"מגדלים","מגדלים"
15-May-2021 13:57:00,"עלי","עלי"
15-May-2021 13:57:00,"נחלים","נחלים"
15-May-2021 13:57:00,"גבעת השלושה","גבעת השלושה"
15-May-2021 13:57:00,"עינת","עינת"
15-May-2021 13:57:00,"ראש העין","ראש העין"
15-May-2021 13:57:00,"כפר סירקין","כפר סירקין"
15-May-2021 13:57:00,"קריית אונו","מעש"
15-May-2021 13:57:00,"סביון","סביון"
15-May-2021 13:57:00,"פלמחים","פלמחים"
15-May-2021 13:57:00,"תל אביב","תל אביב - דרום העיר ויפו"
15-May-2021 13:57:00,"בת-ים","בת-ים"
15-May-2021 13:57:00,"יבנה","יבנה"
15-May-2021 13:57:00,"כפר הנגיד","כפר הנגיד"
15-May-2021 13:57:00,"בן זכאי","בן זכאי"
15-May-2021 13:57:00,"ניצני עוז","ניצני עוז"
15-May-2021 13:57:00,"תל אביב","תל אביב - מזרח"
15-May-2021 13:57:00,"קלנסווה","קלנסווה"
15-May-2021 13:57:00,"טייבה","טייבה"
15-May-2021 13:57:00,"שער אפרים","שער אפרים"
15-May-2021 13:56:00,"גבעתיים","גבעתיים"
